is_sarcastic,headline,pos_tags,syntax_tree,ratio_func_words,ratio_unique_pos,length,pos_repetitions,ratio_noun,ratio_verb,ratio_adj,ratio_adv,ratio_pron,ratio_propn,syntactic_depth,branching_factor,reversed_probability,average_surprisingness
1,experts confirm: singing in the shower does not make you sound better,"[{'text': 'experts', 'pos': 'NOUN', 'dep': 'nsubj', 'head': 'confirm'}, {'text': 'confirm', 'pos': 'VERB', 'dep': 'ROOT', 'head': 'confirm'}, {'text': ':', 'pos': 'PUNCT', 'dep': 'punct', 'head': 'confirm'}, {'text': 'singing', 'pos': 'VERB', 'dep': 'csubj', 'head': 'make'}, {'text': 'in', 'pos': 'ADP', 'dep': 'prep', 'head': 'singing'}, {'text': 'the', 'pos': 'DET', 'dep': 'det', 'head': 'shower'}, {'text': 'shower', 'pos': 'NOUN', 'dep': 'pobj', 'head': 'in'}, {'text': 'does', 'pos': 'AUX', 'dep': 'aux', 'head': 'make'}, {'text': 'not', 'pos': 'PART', 'dep': 'neg', 'head': 'make'}, {'text': 'make', 'pos': 'VERB', 'dep': 'ccomp', 'head': 'confirm'}, {'text': 'you', 'pos': 'PRON', 'dep': 'nsubj', 'head': 'sound'}, {'text': 'sound', 'pos': 'VERB', 'dep': 'ccomp', 'head': 'make'}, {'text': 'better', 'pos': 'ADJ', 'dep': 'advmod', 'head': 'sound'}]","[{'text': 'experts', 'dep': 'nsubj', 'children': []}, {'text': 'confirm', 'dep': 'ROOT', 'children': ['experts', ':', 'make']}, {'text': ':', 'dep': 'punct', 'children': []}, {'text': 'singing', 'dep': 'csubj', 'children': ['in']}, {'text': 'in', 'dep': 'prep', 'children': ['shower']}, {'text': 'the', 'dep': 'det', 'children': []}, {'text': 'shower', 'dep': 'pobj', 'children': ['the']}, {'text': 'does', 'dep': 'aux', 'children': []}, {'text': 'not', 'dep': 'neg', 'children': []}, {'text': 'make', 'dep': 'ccomp', 'children': ['singing', 'does', 'not', 'sound']}, {'text': 'you', 'dep': 'nsubj', 'children': []}, {'text': 'sound', 'dep': 'ccomp', 'children': ['you', 'better']}, {'text': 'better', 'dep': 'advmod', 'children': []}]",0.38461538461538464,0.6923076923076923,13,0,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.0,0.07692307692307693,0.0,6,2.0,0.23119431734085083,0.8731196725281664
1,"new gadget tracks your steps, judges your choices silently","[{'text': 'new', 'pos': 'ADJ', 'dep': 'amod', 'head': 'gadget'}, {'text': 'gadget', 'pos': 'NOUN', 'dep': 'nsubj', 'head': 'tracks'}, {'text': 'tracks', 'pos': 'VERB', 'dep': 'ccomp', 'head': 'judges'}, {'text': 'your', 'pos': 'PRON', 'dep': 'poss', 'head': 'steps'}, {'text': 'steps', 'pos': 'NOUN', 'dep': 'dobj', 'head': 'tracks'}, {'text': ',', 'pos': 'PUNCT', 'dep': 'punct', 'head': 'judges'}, {'text': 'judges', 'pos': 'VERB', 'dep': 'ROOT', 'head': 'judges'}, {'text': 'your', 'pos': 'PRON', 'dep': 'poss', 'head': 'choices'}, {'text': 'choices', 'pos': 'NOUN', 'dep': 'dobj', 'head': 'judges'}, {'text': 'silently', 'pos': 'ADV', 'dep': 'advmod', 'head': 'judges'}]","[{'text': 'new', 'dep': 'amod', 'children': []}, {'text': 'gadget', 'dep': 'nsubj', 'children': ['new']}, {'text': 'tracks', 'dep': 'ccomp', 'children': ['gadget', 'steps']}, {'text': 'your', 'dep': 'poss', 'children': []}, {'text': 'steps', 'dep': 'dobj', 'children': ['your']}, {'text': ',', 'dep': 'punct', 'children': []}, {'text': 'judges', 'dep': 'ROOT', 'children': ['tracks', ',', 'choices', 'silently']}, {'text': 'your', 'dep': 'poss', 'children': []}, {'text': 'choices', 'dep': 'dobj', 'children': ['your']}, {'text': 'silently', 'dep': 'advmod', 'children': []}]",0.1,0.6,10,0,0.3,0.2,0.1,0.1,0.2,0.0,4,1.8,0.5819852948188782,0.924476045001029
1,dating app launches new feature: lets you match with people you’ll never talk to,"[{'text': 'dating', 'pos': 'VERB', 'dep': 'amod', 'head': 'app'}, {'text': 'app', 'pos': 'NOUN', 'dep': 'nsubj', 'head': 'launches'}, {'text': 'launches', 'pos': 'VERB', 'dep': 'ccomp', 'head': 'lets'}, {'text': 'new', 'pos': 'ADJ', 'dep': 'amod', 'head': 'feature'}, {'text': 'feature', 'pos': 'NOUN', 'dep': 'dobj', 'head': 'launches'}, {'text': ':', 'pos': 'PUNCT', 'dep': 'punct', 'head': 'lets'}, {'text': 'lets', 'pos': 'VERB', 'dep': 'ROOT', 'head': 'lets'}, {'text': 'you', 'pos': 'PRON', 'dep': 'nsubj', 'head': 'match'}, {'text': 'match', 'pos': 'VERB', 'dep': 'ccomp', 'head': 'lets'}, {'text': 'with', 'pos': 'ADP', 'dep': 'prep', 'head': 'match'}, {'text': 'people', 'pos': 'NOUN', 'dep': 'pobj', 'head': 'with'}, {'text': 'you', 'pos': 'PRON', 'dep': 'nsubj', 'head': 'talk'}, {'text': '’ll', 'pos': 'AUX', 'dep': 'aux', 'head': 'talk'}, {'text': 'never', 'pos': 'ADV', 'dep': 'neg', 'head': 'talk'}, {'text': 'talk', 'pos': 'VERB', 'dep': 'ccomp', 'head': 'lets'}, {'text': 'to', 'pos': 'ADP', 'dep': 'prep', 'head': 'talk'}]","[{'text': 'dating', 'dep': 'amod', 'children': []}, {'text': 'app', 'dep': 'nsubj', 'children': ['dating']}, {'text': 'launches', 'dep': 'ccomp', 'children': ['app', 'feature']}, {'text': 'new', 'dep': 'amod', 'children': []}, {'text': 'feature', 'dep': 'dobj', 'children': ['new']}, {'text': ':', 'dep': 'punct', 'children': []}, {'text': 'lets', 'dep': 'ROOT', 'children': ['launches', ':', 'match', 'talk']}, {'text': 'you', 'dep': 'nsubj', 'children': []}, {'text': 'match', 'dep': 'ccomp', 'children': ['you', 'with']}, {'text': 'with', 'dep': 'prep', 'children': ['people']}, {'text': 'people', 'dep': 'pobj', 'children': []}, {'text': 'you', 'dep': 'nsubj', 'children': []}, {'text': '’ll', 'dep': 'aux', 'children': []}, {'text': 'never', 'dep': 'neg', 'children': []}, {'text': 'talk', 'dep': 'ccomp', 'children': ['you', '’ll', 'never', 'to']}, {'text': 'to', 'dep': 'prep', 'children': []}]",0.25,0.5,16,0,0.1875,0.3125,0.0625,0.0625,0.125,0.0,4,2.142857142857143,0.2108525037765503,0.9387604403595311
1,love conquers all—except family holidays,"[{'text': 'love', 'pos': 'NOUN', 'dep': 'compound', 'head': 'conquers'}, {'text': 'conquers', 'pos': 'NOUN', 'dep': 'ROOT', 'head': 'conquers'}, {'text': 'all', 'pos': 'ADV', 'dep': 'advmod', 'head': 'conquers'}, {'text': '—', 'pos': 'PUNCT', 'dep': 'punct', 'head': 'conquers'}, {'text': 'except', 'pos': 'SCONJ', 'dep': 'prep', 'head': 'conquers'}, {'text': 'family', 'pos': 'NOUN', 'dep': 'compound', 'head': 'holidays'}, {'text': 'holidays', 'pos': 'NOUN', 'dep': 'pobj', 'head': 'except'}]","[{'text': 'love', 'dep': 'compound', 'children': []}, {'text': 'conquers', 'dep': 'ROOT', 'children': ['love', 'all', '—', 'except']}, {'text': 'all', 'dep': 'advmod', 'children': []}, {'text': '—', 'dep': 'punct', 'children': []}, {'text': 'except', 'dep': 'prep', 'children': ['holidays']}, {'text': 'family', 'dep': 'compound', 'children': []}, {'text': 'holidays', 'dep': 'pobj', 'children': ['family']}]",0.2857142857142857,0.5714285714285714,7,1,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,0.0,4,2.0,0.16053009033203125,0.8569879189982917
1,email signed 'best regards' clearly hiding passive aggression,"[{'text': 'email', 'pos': 'NOUN', 'dep': 'nsubj', 'head': 'signed'}, {'text': 'signed', 'pos': 'VERB', 'dep': 'ROOT', 'head': 'signed'}, {'text': ""'"", 'pos': 'PUNCT', 'dep': 'punct', 'head': 'regards'}, {'text': 'best', 'pos': 'ADJ', 'dep': 'amod', 'head': 'regards'}, {'text': 'regards', 'pos': 'NOUN', 'dep': 'dobj', 'head': 'signed'}, {'text': ""'"", 'pos': 'PUNCT', 'dep': 'punct', 'head': 'regards'}, {'text': 'clearly', 'pos': 'ADV', 'dep': 'advmod', 'head': 'hiding'}, {'text': 'hiding', 'pos': 'VERB', 'dep': 'acl', 'head': 'regards'}, {'text': 'passive', 'pos': 'ADJ', 'dep': 'amod', 'head': 'aggression'}, {'text': 'aggression', 'pos': 'NOUN', 'dep': 'dobj', 'head': 'hiding'}]","[{'text': 'email', 'dep': 'nsubj', 'children': []}, {'text': 'signed', 'dep': 'ROOT', 'children': ['email', 'regards']}, {'text': ""'"", 'dep': 'punct', 'children': []}, {'text': 'best', 'dep': 'amod', 'children': []}, {'text': 'regards', 'dep': 'dobj', 'children': [""'"", 'best', ""'"", 'hiding']}, {'text': ""'"", 'dep': 'punct', 'children': []}, {'text': 'clearly', 'dep': 'advmod', 'children': []}, {'text': 'hiding', 'dep': 'acl', 'children': ['clearly', 'aggression']}, {'text': 'passive', 'dep': 'amod', 'children': []}, {'text': 'aggression', 'dep': 'dobj', 'children': ['passive']}]",0.2,0.5,10,0,0.3,0.2,0.2,0.1,0.0,0.0,5,2.25,0.6447020173072815,0.9588955079053044
1,asteroid flies past earth—again! it’s almost like it doesn’t want to hit us,"[{'text': 'asteroid', 'pos': 'NOUN', 'dep': 'nsubj', 'head': 'flies'}, {'text': 'flies', 'pos': 'VERB', 'dep': 'ROOT', 'head': 'flies'}, {'text': 'past', 'pos': 'ADP', 'dep': 'prep', 'head': 'flies'}, {'text': 'earth', 'pos': 'NOUN', 'dep': 'pobj', 'head': 'past'}, {'text': '—', 'pos': 'PUNCT', 'dep': 'punct', 'head': 'flies'}, {'text': 'again', 'pos': 'ADV', 'dep': 'advmod', 'head': 'flies'}, {'text': '!', 'pos': 'PUNCT', 'dep': 'punct', 'head': 'flies'}, {'text': 'it', 'pos': 'PRON', 'dep': 'nsubj', 'head': '’s'}, {'text': '’s', 'pos': 'VERB', 'dep': 'ROOT', 'head': '’s'}, {'text': 'almost', 'pos': 'ADV', 'dep': 'advmod', 'head': '’s'}, {'text': 'like', 'pos': 'SCONJ', 'dep': 'mark', 'head': 'want'}, {'text': 'it', 'pos': 'PRON', 'dep': 'nsubj', 'head': 'want'}, {'text': 'does', 'pos': 'AUX', 'dep': 'aux', 'head': 'want'}, {'text': 'n’t', 'pos': 'PART', 'dep': 'neg', 'head': 'want'}, {'text': 'want', 'pos': 'VERB', 'dep': 'advcl', 'head': '’s'}, {'text': 'to', 'pos': 'PART', 'dep': 'aux', 'head': 'hit'}, {'text': 'hit', 'pos': 'VERB', 'dep': 'xcomp', 'head': 'want'}, {'text': 'us', 'pos': 'PRON', 'dep': 'dobj', 'head': 'hit'}]","[{'text': 'asteroid', 'dep': 'nsubj', 'children': []}, {'text': 'flies', 'dep': 'ROOT', 'children': ['asteroid', 'past', '—', 'again', '!']}, {'text': 'past', 'dep': 'prep', 'children': ['earth']}, {'text': 'earth', 'dep': 'pobj', 'children': []}, {'text': '—', 'dep': 'punct', 'children': []}, {'text': 'again', 'dep': 'advmod', 'children': []}, {'text': '!', 'dep': 'punct', 'children': []}, {'text': 'it', 'dep': 'nsubj', 'children': []}, {'text': '’s', 'dep': 'ROOT', 'children': ['it', 'almost', 'want']}, {'text': 'almost', 'dep': 'advmod', 'children': []}, {'text': 'like', 'dep': 'mark', 'children': []}, {'text': 'it', 'dep': 'nsubj', 'children': []}, {'text': 'does', 'dep': 'aux', 'children': []}, {'text': 'n’t', 'dep': 'neg', 'children': []}, {'text': 'want', 'dep': 'advcl', 'children': ['like', 'it', 'does', 'n’t', 'hit']}, {'text': 'to', 'dep': 'aux', 'children': []}, {'text': 'hit', 'dep': 'xcomp', 'children': ['to', 'us']}, {'text': 'us', 'dep': 'dobj', 'children': []}]",0.3888888888888889,0.5,18,0,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.16666666666666666,0.0,3,3.2,0.14751064777374268,0.8692711886893736
1,"life coach promises 'inner peace,' charges $500 for the session","[{'text': 'life', 'pos': 'NOUN', 'dep': 'compound', 'head': 'coach'}, {'text': 'coach', 'pos': 'NOUN', 'dep': 'nsubj', 'head': 'promises'}, {'text': 'promises', 'pos': 'VERB', 'dep': 'nsubj', 'head': 'charges'}, {'text': ""'"", 'pos': 'PUNCT', 'dep': 'punct', 'head': 'promises'}, {'text': 'inner', 'pos': 'ADJ', 'dep': 'amod', 'head': 'peace'}, {'text': 'peace', 'pos': 'NOUN', 'dep': 'dobj', 'head': 'promises'}, {'text': ',', 'pos': 'PUNCT', 'dep': 'punct', 'head': 'promises'}, {'text': ""'"", 'pos': 'PUNCT', 'dep': 'punct', 'head': 'promises'}, {'text': 'charges', 'pos': 'NOUN', 'dep': 'ROOT', 'head': 'charges'}, {'text': '$', 'pos': 'SYM', 'dep': 'nmod', 'head': '500'}, {'text': '500', 'pos': 'NUM', 'dep': 'dobj', 'head': 'charges'}, {'text': 'for', 'pos': 'ADP', 'dep': 'prep', 'head': '500'}, {'text': 'the', 'pos': 'DET', 'dep': 'det', 'head': 'session'}, {'text': 'session', 'pos': 'NOUN', 'dep': 'pobj', 'head': 'for'}]","[{'text': 'life', 'dep': 'compound', 'children': []}, {'text': 'coach', 'dep': 'nsubj', 'children': ['life']}, {'text': 'promises', 'dep': 'nsubj', 'children': ['coach', ""'"", 'peace', ',', ""'""]}, {'text': ""'"", 'dep': 'punct', 'children': []}, {'text': 'inner', 'dep': 'amod', 'children': []}, {'text': 'peace', 'dep': 'dobj', 'children': ['inner']}, {'text': ',', 'dep': 'punct', 'children': []}, {'text': ""'"", 'dep': 'punct', 'children': []}, {'text': 'charges', 'dep': 'ROOT', 'children': ['promises', '500']}, {'text': '$', 'dep': 'nmod', 'children': []}, {'text': '500', 'dep': 'dobj', 'children': ['$', 'for']}, {'text': 'for', 'dep': 'prep', 'children': ['session']}, {'text': 'the', 'dep': 'det', 'children': []}, {'text': 'session', 'dep': 'pobj', 'children': ['the']}]",0.35714285714285715,0.5714285714285714,14,1,0.35714285714285715,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,5,1.8571428571428572,0.8782160207629204,0.9826687732294582
1,"breaking: woman puts off cleaning for so long, house declares independence","[{'text': 'breaking', 'pos': 'VERB', 'dep': 'advcl', 'head': 'puts'}, {'text': ':', 'pos': 'PUNCT', 'dep': 'punct', 'head': 'breaking'}, {'text': 'woman', 'pos': 'NOUN', 'dep': 'nsubj', 'head': 'puts'}, {'text': 'puts', 'pos': 'VERB', 'dep': 'ccomp', 'head': 'declares'}, {'text': 'off', 'pos': 'ADP', 'dep': 'prt', 'head': 'puts'}, {'text': 'cleaning', 'pos': 'VERB', 'dep': 'xcomp', 'head': 'puts'}, {'text': 'for', 'pos': 'ADP', 'dep': 'prep', 'head': 'cleaning'}, {'text': 'so', 'pos': 'ADV', 'dep': 'advmod', 'head': 'long'}, {'text': 'long', 'pos': 'ADV', 'dep': 'pcomp', 'head': 'for'}, {'text': ',', 'pos': 'PUNCT', 'dep': 'punct', 'head': 'declares'}, {'text': 'house', 'pos': 'NOUN', 'dep': 'nsubj', 'head': 'declares'}, {'text': 'declares', 'pos': 'VERB', 'dep': 'ROOT', 'head': 'declares'}, {'text': 'independence', 'pos': 'NOUN', 'dep': 'dobj', 'head': 'declares'}]","[{'text': 'breaking', 'dep': 'advcl', 'children': [':']}, {'text': ':', 'dep': 'punct', 'children': []}, {'text': 'woman', 'dep': 'nsubj', 'children': []}, {'text': 'puts', 'dep': 'ccomp', 'children': ['breaking', 'woman', 'off', 'cleaning']}, {'text': 'off', 'dep': 'prt', 'children': []}, {'text': 'cleaning', 'dep': 'xcomp', 'children': ['for']}, {'text': 'for', 'dep': 'prep', 'children': ['long']}, {'text': 'so', 'dep': 'advmod', 'children': []}, {'text': 'long', 'dep': 'pcomp', 'children': ['so']}, {'text': ',', 'dep': 'punct', 'children': []}, {'text': 'house', 'dep': 'nsubj', 'children': []}, {'text': 'declares', 'dep': 'ROOT', 'children': ['puts', ',', 'house', 'independence']}, {'text': 'independence', 'dep': 'dobj', 'children': []}]",0.3076923076923077,0.38461538461538464,13,1,0.23076923076923078,0.3076923076923077,0.0,0.15384615384615385,0.0,0.0,6,2.0,0.028598785400390625,0.9067428097619086
1,"local cat takes nap on laptop, disrupts world peace negotiations","[{'text': 'local', 'pos': 'ADJ', 'dep': 'amod', 'head': 'cat'}, {'text': 'cat', 'pos': 'NOUN', 'dep': 'nsubj', 'head': 'takes'}, {'text': 'takes', 'pos': 'VERB', 'dep': 'ROOT', 'head': 'takes'}, {'text': 'nap', 'pos': 'NOUN', 'dep': 'dobj', 'head': 'takes'}, {'text': 'on', 'pos': 'ADP', 'dep': 'prep', 'head': 'takes'}, {'text': 'laptop', 'pos': 'NOUN', 'dep': 'pobj', 'head': 'on'}, {'text': ',', 'pos': 'PUNCT', 'dep': 'punct', 'head': 'takes'}, {'text': 'disrupts', 'pos': 'VERB', 'dep': 'conj', 'head': 'takes'}, {'text': 'world', 'pos': 'NOUN', 'dep': 'compound', 'head': 'negotiations'}, {'text': 'peace', 'pos': 'NOUN', 'dep': 'compound', 'head': 'negotiations'}, {'text': 'negotiations', 'pos': 'NOUN', 'dep': 'dobj', 'head': 'disrupts'}]","[{'text': 'local', 'dep': 'amod', 'children': []}, {'text': 'cat', 'dep': 'nsubj', 'children': ['local']}, {'text': 'takes', 'dep': 'ROOT', 'children': ['cat', 'nap', 'on', ',', 'disrupts']}, {'text': 'nap', 'dep': 'dobj', 'children': []}, {'text': 'on', 'dep': 'prep', 'children': ['laptop']}, {'text': 'laptop', 'dep': 'pobj', 'children': []}, {'text': ',', 'dep': 'punct', 'children': []}, {'text': 'disrupts', 'dep': 'conj', 'children': ['negotiations']}, {'text': 'world', 'dep': 'compound', 'children': []}, {'text': 'peace', 'dep': 'compound', 'children': []}, {'text': 'negotiations', 'dep': 'dobj', 'children': ['world', 'peace']}]",0.18181818181818182,0.45454545454545453,11,1,0.5454545454545454,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,4,2.0,0.01453709602355957,0.8966553847223456
1,mindfulness meditation: where you sit quietly and think about snacks,"[{'text': 'mindfulness', 'pos': 'NOUN', 'dep': 'compound', 'head': 'meditation'}, {'text': 'meditation', 'pos': 'NOUN', 'dep': 'ROOT', 'head': 'meditation'}, {'text': ':', 'pos': 'PUNCT', 'dep': 'punct', 'head': 'meditation'}, {'text': 'where', 'pos': 'SCONJ', 'dep': 'advmod', 'head': 'sit'}, {'text': 'you', 'pos': 'PRON', 'dep': 'nsubj', 'head': 'sit'}, {'text': 'sit', 'pos': 'VERB', 'dep': 'relcl', 'head': 'meditation'}, {'text': 'quietly', 'pos': 'ADV', 'dep': 'advmod', 'head': 'sit'}, {'text': 'and', 'pos': 'CCONJ', 'dep': 'cc', 'head': 'sit'}, {'text': 'think', 'pos': 'VERB', 'dep': 'conj', 'head': 'sit'}, {'text': 'about', 'pos': 'ADP', 'dep': 'prep', 'head': 'think'}, {'text': 'snacks', 'pos': 'NOUN', 'dep': 'pobj', 'head': 'about'}]","[{'text': 'mindfulness', 'dep': 'compound', 'children': []}, {'text': 'meditation', 'dep': 'ROOT', 'children': ['mindfulness', ':', 'sit']}, {'text': ':', 'dep': 'punct', 'children': []}, {'text': 'where', 'dep': 'advmod', 'children': []}, {'text': 'you', 'dep': 'nsubj', 'children': []}, {'text': 'sit', 'dep': 'relcl', 'children': ['where', 'you', 'quietly', 'and', 'think']}, {'text': 'quietly', 'dep': 'advmod', 'children': []}, {'text': 'and', 'dep': 'cc', 'children': []}, {'text': 'think', 'dep': 'conj', 'children': ['about']}, {'text': 'about', 'dep': 'prep', 'children': ['snacks']}, {'text': 'snacks', 'dep': 'pobj', 'children': []}]",0.36363636363636365,0.7272727272727273,11,1,0.2727272727272727,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.0,5,2.5,0.7489345073699951,0.959697351228831
