is_sarcastic,headline,article_link,pos_tags,syntax_tree,ratio_func_words,ratio_unique_pos,length,pos_repetitions,ratio_noun,ratio_verb,ratio_adj,ratio_adv,ratio_pron,ratio_propn,syntactic_depth,branching_factor,reversed_probability,average_surprisingness
0,how ai is quietly shaping the future of democracy,https://chatgpt.com/,"[{'text': 'how', 'pos': 'SCONJ', 'dep': 'advmod', 'head': 'shaping'}, {'text': 'ai', 'pos': 'PROPN', 'dep': 'nsubj', 'head': 'shaping'}, {'text': 'is', 'pos': 'AUX', 'dep': 'aux', 'head': 'shaping'}, {'text': 'quietly', 'pos': 'ADV', 'dep': 'advmod', 'head': 'shaping'}, {'text': 'shaping', 'pos': 'VERB', 'dep': 'ROOT', 'head': 'shaping'}, {'text': 'the', 'pos': 'DET', 'dep': 'det', 'head': 'future'}, {'text': 'future', 'pos': 'NOUN', 'dep': 'dobj', 'head': 'shaping'}, {'text': 'of', 'pos': 'ADP', 'dep': 'prep', 'head': 'future'}, {'text': 'democracy', 'pos': 'NOUN', 'dep': 'pobj', 'head': 'of'}]","[{'text': 'how', 'dep': 'advmod', 'children': []}, {'text': 'ai', 'dep': 'nsubj', 'children': []}, {'text': 'is', 'dep': 'aux', 'children': []}, {'text': 'quietly', 'dep': 'advmod', 'children': []}, {'text': 'shaping', 'dep': 'ROOT', 'children': ['how', 'ai', 'is', 'quietly', 'future']}, {'text': 'the', 'dep': 'det', 'children': []}, {'text': 'future', 'dep': 'dobj', 'children': ['the', 'of']}, {'text': 'of', 'dep': 'prep', 'children': ['democracy']}, {'text': 'democracy', 'dep': 'pobj', 'children': []}]",0.4444444444444444,0.8888888888888888,9,0,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,4,2.6666666666666665,0.21722394227981567,0.8821776378036803
0,this common food might be sabotaging your weight loss goals,https://chatgpt.com/,"[{'text': 'this', 'pos': 'DET', 'dep': 'det', 'head': 'food'}, {'text': 'common', 'pos': 'ADJ', 'dep': 'amod', 'head': 'food'}, {'text': 'food', 'pos': 'NOUN', 'dep': 'nsubj', 'head': 'sabotaging'}, {'text': 'might', 'pos': 'AUX', 'dep': 'aux', 'head': 'sabotaging'}, {'text': 'be', 'pos': 'AUX', 'dep': 'aux', 'head': 'sabotaging'}, {'text': 'sabotaging', 'pos': 'VERB', 'dep': 'ROOT', 'head': 'sabotaging'}, {'text': 'your', 'pos': 'PRON', 'dep': 'poss', 'head': 'goals'}, {'text': 'weight', 'pos': 'NOUN', 'dep': 'compound', 'head': 'loss'}, {'text': 'loss', 'pos': 'NOUN', 'dep': 'compound', 'head': 'goals'}, {'text': 'goals', 'pos': 'NOUN', 'dep': 'dobj', 'head': 'sabotaging'}]","[{'text': 'this', 'dep': 'det', 'children': []}, {'text': 'common', 'dep': 'amod', 'children': []}, {'text': 'food', 'dep': 'nsubj', 'children': ['this', 'common']}, {'text': 'might', 'dep': 'aux', 'children': []}, {'text': 'be', 'dep': 'aux', 'children': []}, {'text': 'sabotaging', 'dep': 'ROOT', 'children': ['food', 'might', 'be', 'goals']}, {'text': 'your', 'dep': 'poss', 'children': []}, {'text': 'weight', 'dep': 'compound', 'children': []}, {'text': 'loss', 'dep': 'compound', 'children': ['weight']}, {'text': 'goals', 'dep': 'dobj', 'children': ['your', 'loss']}]",0.3,0.6,10,1,0.4,0.1,0.1,0.0,0.1,0.0,4,2.25,0.4009445309638977,0.8756347621965688
1,nation shocked to learn nobody actually knows how to fold a fitted sheet,https://chatgpt.com/,"[{'text': 'nation', 'pos': 'NOUN', 'dep': 'nsubj', 'head': 'shocked'}, {'text': 'shocked', 'pos': 'VERB', 'dep': 'ROOT', 'head': 'shocked'}, {'text': 'to', 'pos': 'PART', 'dep': 'aux', 'head': 'learn'}, {'text': 'learn', 'pos': 'VERB', 'dep': 'advcl', 'head': 'shocked'}, {'text': 'nobody', 'pos': 'PRON', 'dep': 'nsubj', 'head': 'knows'}, {'text': 'actually', 'pos': 'ADV', 'dep': 'advmod', 'head': 'knows'}, {'text': 'knows', 'pos': 'VERB', 'dep': 'ccomp', 'head': 'learn'}, {'text': 'how', 'pos': 'SCONJ', 'dep': 'advmod', 'head': 'fold'}, {'text': 'to', 'pos': 'PART', 'dep': 'aux', 'head': 'fold'}, {'text': 'fold', 'pos': 'VERB', 'dep': 'xcomp', 'head': 'knows'}, {'text': 'a', 'pos': 'DET', 'dep': 'det', 'head': 'sheet'}, {'text': 'fitted', 'pos': 'VERB', 'dep': 'amod', 'head': 'sheet'}, {'text': 'sheet', 'pos': 'NOUN', 'dep': 'dobj', 'head': 'fold'}]","[{'text': 'nation', 'dep': 'nsubj', 'children': []}, {'text': 'shocked', 'dep': 'ROOT', 'children': ['nation', 'learn']}, {'text': 'to', 'dep': 'aux', 'children': []}, {'text': 'learn', 'dep': 'advcl', 'children': ['to', 'knows']}, {'text': 'nobody', 'dep': 'nsubj', 'children': []}, {'text': 'actually', 'dep': 'advmod', 'children': []}, {'text': 'knows', 'dep': 'ccomp', 'children': ['nobody', 'actually', 'fold']}, {'text': 'how', 'dep': 'advmod', 'children': []}, {'text': 'to', 'dep': 'aux', 'children': []}, {'text': 'fold', 'dep': 'xcomp', 'children': ['how', 'to', 'sheet']}, {'text': 'a', 'dep': 'det', 'children': []}, {'text': 'fitted', 'dep': 'amod', 'children': []}, {'text': 'sheet', 'dep': 'dobj', 'children': ['a', 'fitted']}]",0.3076923076923077,0.5384615384615384,13,0,0.15384615384615385,0.38461538461538464,0.0,0.07692307692307693,0.07692307692307693,0.0,6,2.4,0.5538517832756042,0.9145098754488985
0,the real reason voter turnout is soaring in this state,https://chatgpt.com/,"[{'text': 'the', 'pos': 'DET', 'dep': 'det', 'head': 'reason'}, {'text': 'real', 'pos': 'ADJ', 'dep': 'amod', 'head': 'reason'}, {'text': 'reason', 'pos': 'NOUN', 'dep': 'nsubj', 'head': 'soaring'}, {'text': 'voter', 'pos': 'NOUN', 'dep': 'compound', 'head': 'turnout'}, {'text': 'turnout', 'pos': 'NOUN', 'dep': 'nsubj', 'head': 'soaring'}, {'text': 'is', 'pos': 'AUX', 'dep': 'aux', 'head': 'soaring'}, {'text': 'soaring', 'pos': 'VERB', 'dep': 'ROOT', 'head': 'soaring'}, {'text': 'in', 'pos': 'ADP', 'dep': 'prep', 'head': 'soaring'}, {'text': 'this', 'pos': 'DET', 'dep': 'det', 'head': 'state'}, {'text': 'state', 'pos': 'NOUN', 'dep': 'pobj', 'head': 'in'}]","[{'text': 'the', 'dep': 'det', 'children': []}, {'text': 'real', 'dep': 'amod', 'children': []}, {'text': 'reason', 'dep': 'nsubj', 'children': ['the', 'real']}, {'text': 'voter', 'dep': 'compound', 'children': []}, {'text': 'turnout', 'dep': 'nsubj', 'children': ['voter']}, {'text': 'is', 'dep': 'aux', 'children': []}, {'text': 'soaring', 'dep': 'ROOT', 'children': ['reason', 'turnout', 'is', 'in']}, {'text': 'in', 'dep': 'prep', 'children': ['state']}, {'text': 'this', 'dep': 'det', 'children': []}, {'text': 'state', 'dep': 'pobj', 'children': ['this']}]",0.4,0.6,10,1,0.4,0.1,0.1,0.0,0.0,0.0,4,1.8,0.7134784758090973,0.9090991263621819
1,local toddler claims responsibility for unexplained crayon on ceiling,https://chatgpt.com/,"[{'text': 'local', 'pos': 'ADJ', 'dep': 'amod', 'head': 'toddler'}, {'text': 'toddler', 'pos': 'NOUN', 'dep': 'compound', 'head': 'claims'}, {'text': 'claims', 'pos': 'NOUN', 'dep': 'compound', 'head': 'responsibility'}, {'text': 'responsibility', 'pos': 'NOUN', 'dep': 'ROOT', 'head': 'responsibility'}, {'text': 'for', 'pos': 'ADP', 'dep': 'prep', 'head': 'responsibility'}, {'text': 'unexplained', 'pos': 'ADJ', 'dep': 'amod', 'head': 'crayon'}, {'text': 'crayon', 'pos': 'NOUN', 'dep': 'pobj', 'head': 'for'}, {'text': 'on', 'pos': 'ADP', 'dep': 'prep', 'head': 'crayon'}, {'text': 'ceiling', 'pos': 'NOUN', 'dep': 'pobj', 'head': 'on'}]","[{'text': 'local', 'dep': 'amod', 'children': []}, {'text': 'toddler', 'dep': 'compound', 'children': ['local']}, {'text': 'claims', 'dep': 'compound', 'children': ['toddler']}, {'text': 'responsibility', 'dep': 'ROOT', 'children': ['claims', 'for']}, {'text': 'for', 'dep': 'prep', 'children': ['crayon']}, {'text': 'unexplained', 'dep': 'amod', 'children': []}, {'text': 'crayon', 'dep': 'pobj', 'children': ['unexplained', 'on']}, {'text': 'on', 'dep': 'prep', 'children': ['ceiling']}, {'text': 'ceiling', 'dep': 'pobj', 'children': []}]",0.2222222222222222,0.3333333333333333,9,1,0.5555555555555556,0.0,0.2222222222222222,0.0,0.0,0.0,5,1.3333333333333333,0.2869953513145447,0.9102355233366553
1,congress approves bold plan to solve budget crisis by passing around a hat,https://chatgpt.com/,"[{'text': 'congress', 'pos': 'PROPN', 'dep': 'nsubj', 'head': 'approves'}, {'text': 'approves', 'pos': 'VERB', 'dep': 'ROOT', 'head': 'approves'}, {'text': 'bold', 'pos': 'ADJ', 'dep': 'amod', 'head': 'plan'}, {'text': 'plan', 'pos': 'NOUN', 'dep': 'dobj', 'head': 'approves'}, {'text': 'to', 'pos': 'PART', 'dep': 'aux', 'head': 'solve'}, {'text': 'solve', 'pos': 'VERB', 'dep': 'acl', 'head': 'plan'}, {'text': 'budget', 'pos': 'NOUN', 'dep': 'compound', 'head': 'crisis'}, {'text': 'crisis', 'pos': 'NOUN', 'dep': 'dobj', 'head': 'solve'}, {'text': 'by', 'pos': 'ADP', 'dep': 'prep', 'head': 'solve'}, {'text': 'passing', 'pos': 'VERB', 'dep': 'pcomp', 'head': 'by'}, {'text': 'around', 'pos': 'ADV', 'dep': 'prt', 'head': 'passing'}, {'text': 'a', 'pos': 'DET', 'dep': 'det', 'head': 'hat'}, {'text': 'hat', 'pos': 'NOUN', 'dep': 'dobj', 'head': 'passing'}]","[{'text': 'congress', 'dep': 'nsubj', 'children': []}, {'text': 'approves', 'dep': 'ROOT', 'children': ['congress', 'plan']}, {'text': 'bold', 'dep': 'amod', 'children': []}, {'text': 'plan', 'dep': 'dobj', 'children': ['bold', 'solve']}, {'text': 'to', 'dep': 'aux', 'children': []}, {'text': 'solve', 'dep': 'acl', 'children': ['to', 'crisis', 'by']}, {'text': 'budget', 'dep': 'compound', 'children': []}, {'text': 'crisis', 'dep': 'dobj', 'children': ['budget']}, {'text': 'by', 'dep': 'prep', 'children': ['passing']}, {'text': 'passing', 'dep': 'pcomp', 'children': ['around', 'hat']}, {'text': 'around', 'dep': 'prt', 'children': []}, {'text': 'a', 'dep': 'det', 'children': []}, {'text': 'hat', 'dep': 'dobj', 'children': ['a']}]",0.23076923076923078,0.6153846153846154,13,1,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,7,1.7142857142857142,0.3604952096939087,0.9322169020905011
1,report finds half of smart home devices too smart for their owners,https://chatgpt.com/,"[{'text': 'report', 'pos': 'NOUN', 'dep': 'nsubj', 'head': 'finds'}, {'text': 'finds', 'pos': 'VERB', 'dep': 'ROOT', 'head': 'finds'}, {'text': 'half', 'pos': 'NOUN', 'dep': 'nsubj', 'head': 'smart'}, {'text': 'of', 'pos': 'ADP', 'dep': 'prep', 'head': 'half'}, {'text': 'smart', 'pos': 'ADJ', 'dep': 'amod', 'head': 'devices'}, {'text': 'home', 'pos': 'NOUN', 'dep': 'compound', 'head': 'devices'}, {'text': 'devices', 'pos': 'NOUN', 'dep': 'pobj', 'head': 'of'}, {'text': 'too', 'pos': 'ADV', 'dep': 'advmod', 'head': 'smart'}, {'text': 'smart', 'pos': 'ADJ', 'dep': 'ccomp', 'head': 'finds'}, {'text': 'for', 'pos': 'ADP', 'dep': 'prep', 'head': 'smart'}, {'text': 'their', 'pos': 'PRON', 'dep': 'poss', 'head': 'owners'}, {'text': 'owners', 'pos': 'NOUN', 'dep': 'pobj', 'head': 'for'}]","[{'text': 'report', 'dep': 'nsubj', 'children': []}, {'text': 'finds', 'dep': 'ROOT', 'children': ['report', 'smart']}, {'text': 'half', 'dep': 'nsubj', 'children': ['of']}, {'text': 'of', 'dep': 'prep', 'children': ['devices']}, {'text': 'smart', 'dep': 'amod', 'children': []}, {'text': 'home', 'dep': 'compound', 'children': []}, {'text': 'devices', 'dep': 'pobj', 'children': ['smart', 'home']}, {'text': 'too', 'dep': 'advmod', 'children': []}, {'text': 'smart', 'dep': 'ccomp', 'children': ['half', 'too', 'for']}, {'text': 'for', 'dep': 'prep', 'children': ['owners']}, {'text': 'their', 'dep': 'poss', 'children': []}, {'text': 'owners', 'dep': 'pobj', 'children': ['their']}]",0.16666666666666666,0.5,12,1,0.4166666666666667,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,6,1.5714285714285714,0.30123084783554077,0.9046482500158163
0,what you need to know about the next big supreme court case,https://chatgpt.com/,"[{'text': 'what', 'pos': 'PRON', 'dep': 'dobj', 'head': 'know'}, {'text': 'you', 'pos': 'PRON', 'dep': 'nsubj', 'head': 'need'}, {'text': 'need', 'pos': 'VERB', 'dep': 'ROOT', 'head': 'need'}, {'text': 'to', 'pos': 'PART', 'dep': 'aux', 'head': 'know'}, {'text': 'know', 'pos': 'VERB', 'dep': 'xcomp', 'head': 'need'}, {'text': 'about', 'pos': 'ADP', 'dep': 'prep', 'head': 'know'}, {'text': 'the', 'pos': 'DET', 'dep': 'det', 'head': 'case'}, {'text': 'next', 'pos': 'ADJ', 'dep': 'amod', 'head': 'case'}, {'text': 'big', 'pos': 'ADJ', 'dep': 'amod', 'head': 'case'}, {'text': 'supreme', 'pos': 'PROPN', 'dep': 'compound', 'head': 'court'}, {'text': 'court', 'pos': 'PROPN', 'dep': 'compound', 'head': 'case'}, {'text': 'case', 'pos': 'NOUN', 'dep': 'pobj', 'head': 'about'}]","[{'text': 'what', 'dep': 'dobj', 'children': []}, {'text': 'you', 'dep': 'nsubj', 'children': []}, {'text': 'need', 'dep': 'ROOT', 'children': ['you', 'know']}, {'text': 'to', 'dep': 'aux', 'children': []}, {'text': 'know', 'dep': 'xcomp', 'children': ['what', 'to', 'about']}, {'text': 'about', 'dep': 'prep', 'children': ['case']}, {'text': 'the', 'dep': 'det', 'children': []}, {'text': 'next', 'dep': 'amod', 'children': []}, {'text': 'big', 'dep': 'amod', 'children': []}, {'text': 'supreme', 'dep': 'compound', 'children': []}, {'text': 'court', 'dep': 'compound', 'children': ['supreme']}, {'text': 'case', 'dep': 'pobj', 'children': ['the', 'next', 'big', 'court']}]",0.25,0.6666666666666666,12,1,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,6,2.2,0.19730347394943237,0.754884888751421
0,this teen inventor just won a global prize for clean water tech,https://chatgpt.com/,"[{'text': 'this', 'pos': 'DET', 'dep': 'det', 'head': 'inventor'}, {'text': 'teen', 'pos': 'NOUN', 'dep': 'compound', 'head': 'inventor'}, {'text': 'inventor', 'pos': 'NOUN', 'dep': 'nsubj', 'head': 'won'}, {'text': 'just', 'pos': 'ADV', 'dep': 'advmod', 'head': 'won'}, {'text': 'won', 'pos': 'VERB', 'dep': 'ROOT', 'head': 'won'}, {'text': 'a', 'pos': 'DET', 'dep': 'det', 'head': 'prize'}, {'text': 'global', 'pos': 'ADJ', 'dep': 'amod', 'head': 'prize'}, {'text': 'prize', 'pos': 'NOUN', 'dep': 'dobj', 'head': 'won'}, {'text': 'for', 'pos': 'ADP', 'dep': 'prep', 'head': 'prize'}, {'text': 'clean', 'pos': 'ADJ', 'dep': 'amod', 'head': 'tech'}, {'text': 'water', 'pos': 'NOUN', 'dep': 'compound', 'head': 'tech'}, {'text': 'tech', 'pos': 'NOUN', 'dep': 'pobj', 'head': 'for'}]","[{'text': 'this', 'dep': 'det', 'children': []}, {'text': 'teen', 'dep': 'compound', 'children': []}, {'text': 'inventor', 'dep': 'nsubj', 'children': ['this', 'teen']}, {'text': 'just', 'dep': 'advmod', 'children': []}, {'text': 'won', 'dep': 'ROOT', 'children': ['inventor', 'just', 'prize']}, {'text': 'a', 'dep': 'det', 'children': []}, {'text': 'global', 'dep': 'amod', 'children': []}, {'text': 'prize', 'dep': 'dobj', 'children': ['a', 'global', 'for']}, {'text': 'for', 'dep': 'prep', 'children': ['tech']}, {'text': 'clean', 'dep': 'amod', 'children': []}, {'text': 'water', 'dep': 'compound', 'children': []}, {'text': 'tech', 'dep': 'pobj', 'children': ['clean', 'water']}]",0.25,0.5,12,1,0.4166666666666667,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.0,5,2.2,0.6972852349281311,0.9379441278770173
1,"scientists develop new unit of time called ‘forever,’ used exclusively for dmv waits",https://chatgpt.com/,"[{'text': 'scientists', 'pos': 'NOUN', 'dep': 'nsubj', 'head': 'develop'}, {'text': 'develop', 'pos': 'VERB', 'dep': 'ROOT', 'head': 'develop'}, {'text': 'new', 'pos': 'ADJ', 'dep': 'amod', 'head': 'unit'}, {'text': 'unit', 'pos': 'NOUN', 'dep': 'dobj', 'head': 'develop'}, {'text': 'of', 'pos': 'ADP', 'dep': 'prep', 'head': 'unit'}, {'text': 'time', 'pos': 'NOUN', 'dep': 'pobj', 'head': 'of'}, {'text': 'called', 'pos': 'VERB', 'dep': 'acl', 'head': 'unit'}, {'text': '‘', 'pos': 'PUNCT', 'dep': 'punct', 'head': 'called'}, {'text': 'forever', 'pos': 'ADV', 'dep': 'advmod', 'head': 'called'}, {'text': ',', 'pos': 'PUNCT', 'dep': 'punct', 'head': 'develop'}, {'text': '’', 'pos': 'PUNCT', 'dep': 'punct', 'head': 'used'}, {'text': 'used', 'pos': 'VERB', 'dep': 'advcl', 'head': 'develop'}, {'text': 'exclusively', 'pos': 'ADV', 'dep': 'advmod', 'head': 'used'}, {'text': 'for', 'pos': 'ADP', 'dep': 'prep', 'head': 'used'}, {'text': 'dmv', 'pos': 'PROPN', 'dep': 'amod', 'head': 'waits'}, {'text': 'waits', 'pos': 'NOUN', 'dep': 'pobj', 'head': 'for'}]","[{'text': 'scientists', 'dep': 'nsubj', 'children': []}, {'text': 'develop', 'dep': 'ROOT', 'children': ['scientists', 'unit', ',', 'used']}, {'text': 'new', 'dep': 'amod', 'children': []}, {'text': 'unit', 'dep': 'dobj', 'children': ['new', 'of', 'called']}, {'text': 'of', 'dep': 'prep', 'children': ['time']}, {'text': 'time', 'dep': 'pobj', 'children': []}, {'text': 'called', 'dep': 'acl', 'children': ['‘', 'forever']}, {'text': '‘', 'dep': 'punct', 'children': []}, {'text': 'forever', 'dep': 'advmod', 'children': []}, {'text': ',', 'dep': 'punct', 'children': []}, {'text': '’', 'dep': 'punct', 'children': []}, {'text': 'used', 'dep': 'advcl', 'children': ['’', 'exclusively', 'for']}, {'text': 'exclusively', 'dep': 'advmod', 'children': []}, {'text': 'for', 'dep': 'prep', 'children': ['waits']}, {'text': 'dmv', 'dep': 'amod', 'children': []}, {'text': 'waits', 'dep': 'pobj', 'children': ['dmv']}]",0.3125,0.4375,16,1,0.25,0.1875,0.0625,0.125,0.0,0.0625,5,2.142857142857143,0.6567123830318451,0.957668055731888
